"C01903V02345","Type of Worker","TLIST(A1)","Year","STATISTIC","Statistic Label","UNIT","VALUE"
"024","Unskilled and semi-skilled - juveniles","1975","1975","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1975","1975","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"024","Unskilled and semi-skilled - juveniles","1976","1976","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1976","1976","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1976","1976","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"024","Unskilled and semi-skilled - juveniles","1977","1977","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1977","1977","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1977","1977","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"024","Unskilled and semi-skilled - juveniles","1978","1978","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1978","1978","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1978","1978","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"024","Unskilled and semi-skilled - juveniles","1979","1979","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1979","1979","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1979","1979","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"024","Unskilled and semi-skilled - juveniles","1980","1980","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1980","1980","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1980","1980","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"024","Unskilled and semi-skilled - juveniles","1981","1981","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1981","1981","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1981","1981","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"024","Unskilled and semi-skilled - juveniles","1982","1982","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1982","1982","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1982","1982","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"024","Unskilled and semi-skilled - juveniles","1983","1983","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1983","1983","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1983","1983","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"024","Unskilled and semi-skilled - juveniles","1984","1984","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1984","1984","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1984","1984","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"024","Unskilled and semi-skilled - juveniles","1985","1985","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1985","1985","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1985","1985","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"024","Unskilled and semi-skilled - juveniles","1986","1986","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","2.76"
"024","Unskilled and semi-skilled - juveniles","1986","1986","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","117.36"
"024","Unskilled and semi-skilled - juveniles","1986","1986","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","42.6"
"024","Unskilled and semi-skilled - juveniles","1987","1987","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","2.77"
"024","Unskilled and semi-skilled - juveniles","1987","1987","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","115.43"
"024","Unskilled and semi-skilled - juveniles","1987","1987","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","41.7"
"024","Unskilled and semi-skilled - juveniles","1988","1988","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","2.94"
"024","Unskilled and semi-skilled - juveniles","1988","1988","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","126.16"
"024","Unskilled and semi-skilled - juveniles","1988","1988","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","42.9"
"024","Unskilled and semi-skilled - juveniles","1989","1989","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","3.05"
"024","Unskilled and semi-skilled - juveniles","1989","1989","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","132.66"
"024","Unskilled and semi-skilled - juveniles","1989","1989","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","43.5"
"024","Unskilled and semi-skilled - juveniles","1990","1990","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","3.33"
"024","Unskilled and semi-skilled - juveniles","1990","1990","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","141.9"
"024","Unskilled and semi-skilled - juveniles","1990","1990","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","42.6"
"024","Unskilled and semi-skilled - juveniles","1991","1991","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","3.68"
"024","Unskilled and semi-skilled - juveniles","1991","1991","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","157.81"
"024","Unskilled and semi-skilled - juveniles","1991","1991","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","43"
"024","Unskilled and semi-skilled - juveniles","1992","1992","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","3.83"
"024","Unskilled and semi-skilled - juveniles","1992","1992","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","167.55"
"024","Unskilled and semi-skilled - juveniles","1992","1992","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","43.8"
"024","Unskilled and semi-skilled - juveniles","1993","1993","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","4.48"
"024","Unskilled and semi-skilled - juveniles","1993","1993","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","192.24"
"024","Unskilled and semi-skilled - juveniles","1993","1993","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","42.9"
"024","Unskilled and semi-skilled - juveniles","1994","1994","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","4.83"
"024","Unskilled and semi-skilled - juveniles","1994","1994","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","201.14"
"024","Unskilled and semi-skilled - juveniles","1994","1994","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","41.6"
"024","Unskilled and semi-skilled - juveniles","1995","1995","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.65"
"024","Unskilled and semi-skilled - juveniles","1995","1995","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","243.48"
"024","Unskilled and semi-skilled - juveniles","1995","1995","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","43.1"
"024","Unskilled and semi-skilled - juveniles","1996","1996","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.58"
"024","Unskilled and semi-skilled - juveniles","1996","1996","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","243.03"
"024","Unskilled and semi-skilled - juveniles","1996","1996","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","43.6"
"024","Unskilled and semi-skilled - juveniles","1997","1997","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.96"
"024","Unskilled and semi-skilled - juveniles","1997","1997","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","258.99"
"024","Unskilled and semi-skilled - juveniles","1997","1997","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","43.4"
"024","Unskilled and semi-skilled - juveniles","1998","1998","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","6.62"
"024","Unskilled and semi-skilled - juveniles","1998","1998","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","298.17"
"024","Unskilled and semi-skilled - juveniles","1998","1998","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.9"
"024","Unskilled and semi-skilled - juveniles","1999","1999","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","7.83"
"024","Unskilled and semi-skilled - juveniles","1999","1999","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","367.07"
"024","Unskilled and semi-skilled - juveniles","1999","1999","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.8"
"024","Unskilled and semi-skilled - juveniles","2000","2000","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","8.86"
"024","Unskilled and semi-skilled - juveniles","2000","2000","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","398.84"
"024","Unskilled and semi-skilled - juveniles","2000","2000","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.1"
"024","Unskilled and semi-skilled - juveniles","2001","2001","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","9.19"
"024","Unskilled and semi-skilled - juveniles","2001","2001","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","379.59"
"024","Unskilled and semi-skilled - juveniles","2001","2001","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","41.3"
"024","Unskilled and semi-skilled - juveniles","2002","2002","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","8.72"
"024","Unskilled and semi-skilled - juveniles","2002","2002","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","361.99"
"024","Unskilled and semi-skilled - juveniles","2002","2002","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","41.5"
"024","Unskilled and semi-skilled - juveniles","2003","2003","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","8.92"
"024","Unskilled and semi-skilled - juveniles","2003","2003","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","375.43"
"024","Unskilled and semi-skilled - juveniles","2003","2003","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","42.1"
"024","Unskilled and semi-skilled - juveniles","2004","2004","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","9.08"
"024","Unskilled and semi-skilled - juveniles","2004","2004","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","369.69"
"024","Unskilled and semi-skilled - juveniles","2004","2004","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.7"
"024","Unskilled and semi-skilled - juveniles","2005","2005","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","10.15"
"024","Unskilled and semi-skilled - juveniles","2005","2005","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","397.96"
"024","Unskilled and semi-skilled - juveniles","2005","2005","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","39.2"
"024","Unskilled and semi-skilled - juveniles","2006","2006","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","11.53"
"024","Unskilled and semi-skilled - juveniles","2006","2006","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","464.1"
"024","Unskilled and semi-skilled - juveniles","2006","2006","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.2"
"024","Unskilled and semi-skilled - juveniles","2007","2007","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","13.47"
"024","Unskilled and semi-skilled - juveniles","2007","2007","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","549.9"
"024","Unskilled and semi-skilled - juveniles","2007","2007","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.9"
"024","Unskilled and semi-skilled - juveniles","2008","2008","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","13.12"
"024","Unskilled and semi-skilled - juveniles","2008","2008","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","474.61"
"024","Unskilled and semi-skilled - juveniles","2008","2008","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","36.2"
"032","Clerical employees - female","1969","1969","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1969","1969","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1969","1969","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"032","Clerical employees - female","1970","1970","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1970","1970","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1970","1970","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"032","Clerical employees - female","1971","1971","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1971","1971","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1971","1971","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"032","Clerical employees - female","1972","1972","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1972","1972","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1972","1972","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"032","Clerical employees - female","1973","1973","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1973","1973","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1973","1973","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"032","Clerical employees - female","1974","1974","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1974","1974","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1974","1974","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"032","Clerical employees - female","1975","1975","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1975","1975","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1975","1975","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"032","Clerical employees - female","1976","1976","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1976","1976","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1976","1976","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"032","Clerical employees - female","1977","1977","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1977","1977","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1977","1977","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"032","Clerical employees - female","1978","1978","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1978","1978","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1978","1978","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"032","Clerical employees - female","1979","1979","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1979","1979","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1979","1979","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"032","Clerical employees - female","1980","1980","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1980","1980","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1980","1980","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"032","Clerical employees - female","1981","1981","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1981","1981","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1981","1981","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"032","Clerical employees - female","1982","1982","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1982","1982","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1982","1982","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"032","Clerical employees - female","1983","1983","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1983","1983","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1983","1983","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"032","Clerical employees - female","1984","1984","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1984","1984","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1984","1984","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"032","Clerical employees - female","1985","1985","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1985","1985","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"032","Clerical employees - female","1985","1985","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"032","Clerical employees - female","1986","1986","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","4.05"
"032","Clerical employees - female","1986","1986","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","150.56"
"032","Clerical employees - female","1986","1986","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","37.2"
"032","Clerical employees - female","1987","1987","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","4.13"
"032","Clerical employees - female","1987","1987","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","153.13"
"032","Clerical employees - female","1987","1987","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","37.1"
"032","Clerical employees - female","1988","1988","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","4.25"
"032","Clerical employees - female","1988","1988","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","157.65"
"032","Clerical employees - female","1988","1988","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","37.1"
"032","Clerical employees - female","1989","1989","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","4.51"
"032","Clerical employees - female","1989","1989","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","166.71"
"032","Clerical employees - female","1989","1989","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","37"
"032","Clerical employees - female","1990","1990","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","4.81"
"032","Clerical employees - female","1990","1990","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","178.5"
"032","Clerical employees - female","1990","1990","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","37.1"
"032","Clerical employees - female","1991","1991","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.14"
"032","Clerical employees - female","1991","1991","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","190.5"
"032","Clerical employees - female","1991","1991","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","37"
"032","Clerical employees - female","1992","1992","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.5"
"032","Clerical employees - female","1992","1992","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","205.5"
"032","Clerical employees - female","1992","1992","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","37.4"
"032","Clerical employees - female","1993","1993","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.66"
"032","Clerical employees - female","1993","1993","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","211.53"
"032","Clerical employees - female","1993","1993","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","37.4"
"032","Clerical employees - female","1994","1994","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","6"
"032","Clerical employees - female","1994","1994","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","224.44"
"032","Clerical employees - female","1994","1994","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","37.4"
"032","Clerical employees - female","1995","1995","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","6.42"
"032","Clerical employees - female","1995","1995","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","234.26"
"032","Clerical employees - female","1995","1995","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","36.5"
"032","Clerical employees - female","1996","1996","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","6.75"
"032","Clerical employees - female","1996","1996","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","253.26"
"032","Clerical employees - female","1996","1996","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","37.5"
"032","Clerical employees - female","1997","1997","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","7.32"
"032","Clerical employees - female","1997","1997","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","282.33"
"032","Clerical employees - female","1997","1997","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","38.6"
"032","Clerical employees - female","1998","1998","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","7.9"
"032","Clerical employees - female","1998","1998","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","299.32"
"032","Clerical employees - female","1998","1998","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","37.4"
"032","Clerical employees - female","1999","1999","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","8.19"
"032","Clerical employees - female","1999","1999","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","303.91"
"032","Clerical employees - female","1999","1999","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","37.2"
"032","Clerical employees - female","2000","2000","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","9.19"
"032","Clerical employees - female","2000","2000","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","340.09"
"032","Clerical employees - female","2000","2000","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","37"
"032","Clerical employees - female","2001","2001","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","10.05"
"032","Clerical employees - female","2001","2001","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","368.19"
"032","Clerical employees - female","2001","2001","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","36.6"
"032","Clerical employees - female","2002","2002","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","10.94"
"032","Clerical employees - female","2002","2002","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","401.99"
"032","Clerical employees - female","2002","2002","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","36.7"
"032","Clerical employees - female","2003","2003","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","11.73"
"032","Clerical employees - female","2003","2003","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","425.09"
"032","Clerical employees - female","2003","2003","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","36.3"
"032","Clerical employees - female","2004","2004","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","12.45"
"032","Clerical employees - female","2004","2004","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","453.49"
"032","Clerical employees - female","2004","2004","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","36.4"
"032","Clerical employees - female","2005","2005","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","13.26"
"032","Clerical employees - female","2005","2005","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","486.21"
"032","Clerical employees - female","2005","2005","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","36.7"
"032","Clerical employees - female","2006","2006","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","13.75"
"032","Clerical employees - female","2006","2006","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","496.43"
"032","Clerical employees - female","2006","2006","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","36.1"
"032","Clerical employees - female","2007","2007","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","14.64"
"032","Clerical employees - female","2007","2007","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","532.02"
"032","Clerical employees - female","2007","2007","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","36.4"
"032","Clerical employees - female","2008","2008","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","15.2"
"032","Clerical employees - female","2008","2008","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","542.18"
"032","Clerical employees - female","2008","2008","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","35.7"
"033","Clerical employees - male","1969","1969","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1969","1969","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1969","1969","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"033","Clerical employees - male","1970","1970","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1970","1970","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1970","1970","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"033","Clerical employees - male","1971","1971","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1971","1971","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1971","1971","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"033","Clerical employees - male","1972","1972","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1972","1972","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1972","1972","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"033","Clerical employees - male","1973","1973","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1973","1973","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1973","1973","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"033","Clerical employees - male","1974","1974","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1974","1974","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1974","1974","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
